sentence,label
"Grocery store spending in the US has increased by about 34%, although the number of grocery visits is up only slightly, indicative of unusually high-transaction-size stockpiling activity. #CoronavirusUSA https://t.co/VW9S5px8Gc https://t.co/ufMtShhf8W",1
One of many harrowing stories emerging on hunger please donate to your local food bank Rapaport recalled one new customer a handyman who fixes amp installs home appliances around town Normally the man donates to Masbia Now the tables have turned,1
Help family members amp healthcare practitioners during the COVID 19 pandemic by updating your medication lists Read this ISMP article to prepare in case of a hospital visit,1
?@SpeakerPelosi? Did these come from one of #FEMA s  Private companies.  A Man In Brooklyn NY  Was Allegedly Hoarding And Selling Scarce Coronavirus Supplies At Extreme Prices #coronavirus #CARESAct  https://t.co/EuYeApe7LL,2
" 11 out of 11 delayed flights, you suck and getting worse",0
 Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!,2
Pls retweet: The @TheJusticeDept has ordered U.S. attorneys to appoint special #coronavirus fraud coordinators &amp; a central #fraud hotline (1-866-720-5721 or disaster@leo.gov) to report consumer abuses. #StopHoarding #CoronaCrisis #StopTheSpread,0
"Who is the person who described senior citizens as ""80 year old teenagers"" because I'm pretty sure I'm going to catch my 90-year-old grandfather sneaking out the house at 7 a.m. to go to the grocery store...

#quarantine #coronavirus #oldpeoplearestubbornashell",1
A Prepper s Guide to Surviving a Coronavirus Lockdown,1
"@odhisarnold1 @FredMatiangi @JamesMacharia_ @MOH_Kenya @MutahiKagwe1 - Lower &amp; fix petroleum prices
- Arrest matatus carrying in excess, park them in police station till we eradicate Covid-19.
- Provide free sanitarzers to matatus, this people don",0
"I am embrasssd and sick at the greed of our community raising prices on meat, veg and spices 
I urge everyone to remember there behaviour and not shop in these shops anymore once this pandemic is over 
#pricehike
#greed 
#Covid_19 
#coronavirus 
#indian 
#bangladeshi 
#pakistani",0
Second batch of sanitizer just arrived! Orders shipping tomorrow! #kixies #stayhome #stayhealthy #staysafe #sanitizer #sanitize #covid #coronavirus @ Kixies https://t.co/OJJ8u2KPoz,2
"@HolidayInn @ChoiceHotels @OmniHotels all major hotels need to offer Doctors, nurses, grocery store employees a place to stay so they wont risk taking the covid-19 to their love ones at home",1
 nope.  no case id either time.,2
"#Covid_19 This article shows covid-19 can stay alive on plastic surface for 72 hours. Does this means shopping online is unsafe? 
https://t.co/glWX4BRFfk",1
"I dont know who will see this but Arkansas hasnt technically been put on lockdown yet. So for those of you that are, are you limited on how often you go to the grocery store, etc?
#CoronavirusLockdown #coronavirus",0
"Live from Fort Knox, The Netherlands.

https://t.co/1iMRCH2QwB

#coronavirus #toiletpaper",2
Food Depot located in Baltimore Maryland is jacking up the prices on food tissue and toilet paper In most states price gouging during a time of emergency is considered a violation of unfair or deceptive trade practices law,0
"#COVID19 has caused led to new work and communication patterns - check out the latest blog installment of The Sample Landscape to see the results of our research on this topic. https://t.co/kEoFK1nUrY

#mrx #consumerbehavior #communication #research #TheSampleLandscape #blog",2
#COVID_19 #covid?19uk #QuarantineLife I have pre existing medical condition so I should isolate for 12 weeks but wife works at supermarket. How's that work.,0
 Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?,0
@Staples I know you are all doing the best you can to get products to the consumer. Are you experiencing big delays in shipping? Several of my orders were just delayed and i'm guessing COVID-19?,1
@ShopRite @Wegmans Please have designated time hours in the AM where the elderly can purchase food for themselves and seperate themselves from the hoarders and potential dangers of those carrying the virus... This should be done now!  #shoprite #wegmans #,0
  well its 11:45am and just got an email that my 11am flight is delayed-thats not right,0
"Is this real? Horrible if it is ??
#coronavirus #coronavirusaustralia #Covid_19 #COVID?19 #toiletpaper https://t.co/wH2CyqG4rv",0
This is the queue to enter the supermarket in granada completely unreal 19,2
" I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed",0
" Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago.",0
 stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,0
"Today I went to the supermarket, since I had NO food at home. 
Ive been working nonstop to help my colleagues with children at work getting dispatched because most things in Portugal ARE STILL open. 

All this to say, that the only + #COVID2019pt #COVID?19 #COVID2019 https://t.co/zaH70S03ex",0
"@DrAdrianHeald Did my weekly shop in local French supermarket today. Amongst other anti covid-19 measures, maximum spend was limited to 100 Euros. No panic-buying.. people very calm, polite. No shortage of essentials. Loads of loo rolls...",0
Mary Kay Inc. will dedicate part of its global supply chain and manufacturing capabilities to pro-ducing much-needed hand sanitizer. #coronavirus #beautynews #sanitizer #manufacturing https://t.co/PVNXB5QWHs,1
A message to call out covidiots who are ignoring Covid 19 safety measures attending virus parties licking supermarket products and hoarding medical supplies they are the human contagion we can all do without nicely,0
"Salute you all Heroes?
These #Brooklyn residents are using online tools to organize free food deliveries for neighbors who've lost their jobs as the #coronavirus ravages US economy, or are too physically vulnerable to walk into a grocery store

 https://t.co/bkcjOpKMtb",1
"@GulfHorizons1 April cattle projects will be coming out soon which will discuss herd size and impact of Covid-19 specifically. In the interim here are some other related links: https://t.co/yXKtlvrcze
https://t.co/TPaehUpS6W (bottom paragraph more speci",2
 Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,1
What should you do when you go to the grocery store Dr Bindu Mayi offers up her expertise,2
"Update: As long as the supermarket is taking the temperature of all patrons they are not violating the ADA, says @NewEnglandADA #WorldHealthDay #ADA30 #coronavirus https://t.co/EbPPsaNKYy",1
"@dm_ghaziabad Good. The GOI has capped the retail price of 3-ply masks at Rs 10 per piece, 2-ply masks at Rs 8 a piece and hand sanitisers at not more than Rs 100 per 200 ml, with lower or higher volume packs priced proportionately. The order is effective",1
They have doubled the prices of food in the market. Heartless people. Worse than #CoronaVirus.,0
"Farm stand brown eggs: $6/dozen????????????
Avoiding supermarket: Priceless ?????????????
#StayHomeSaveLives #flatteningthecurve",0
"Egypt's Ministry of Supply and Internal Trade affirmed, the availability of all food commodities at markets, affirming that there is no need to panic regarding goods amid the crises of Coronavirus (Covid-19).

#COVID19 #CoronaVirus | #?????_??????

https://t.co/wvxMYoZxP0",0
I havent seen gas prices this low in years!!! Thanks #Covid_19! #SilverLining,1
Do you like small businesses and want them to remain part of the urbanscape Then choose small retail Here s how one shop survives Now serving and their essential needs in the time of This week s,1
 nice to know that 3 hours of my time is worth $7.99. Free DirectTV for everyone! Ever hear of preventative maintenance?,0
 Tip of the day Your customers may not know what your updated hours are Keep your customers informed with up to date store hours on and any other listing you find yourself on,2
  we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face,0
Ocado expected to impose rationing on more products #coronavirus #COVID19 #COVID?19 #???????????? #??????? #Covid_19 #corona #CoronavirusOutbreak #prepper #survival #bushcraft #RT #follow https://t.co/hiSMdlxTOw,0
"The Florida Swimming Pool Association has launched a webpage to help answer consumer questions about COVID19 and their swimming pool - please share with your customers and clients!

https://t.co/oudrHgaimR",1
"Ive never seen such a thing. A packed grocery store with empty aisles. God Help us all ??
#Covid_19 #coronapocalypse",1
"So next available online shopping slot from @sainsburys is after 7th April. So if we have to self isolate, that could be interesting. 4 adults in the house. Hope we have friends who can bear to battle round the shops for us. ? #onlineshopping #coronavirus",1
 this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,0
"@Dave38611484 @s_preval @diaspora_lost @FlightmanLHR @alistaircoleman Ive just finished my isolation after covid-19 and had to go food shopping (no online delivery slots). I actually wiped down the trolley with Dettol wipes after, I am that paranoid abo",0
Did you panic buy a lot of non-perishable items? ECHO needs food donations. It is also looking for volunteers to pack boxes. Volunteers will be screened to be sure they don't have COVID-19. https://t.co/TST4Vjhbu4,0
We should try to understand the impact of COVID 19 on agriculture with 3 questions 1 Does the world have enough food to feed its people 2 Is food available at affordable prices 3 How are farmers coping with the lockdown,2
Officials say they typically deliver about 50 000 meals in the counties they serve however recent demand has nearly doubled due to the closures amid the COVID 19 outbreak,0
" tried calling too, but w/25 min phn wait means we'd miss options anyway",0
"DHA #Bahawalpur Files Prices Update:
DHA Bahawalpur Land Affidavit (1-Kanal) 21.00 Lacs
To get your plot fair assessment &amp; Buying/Selling please Contact us:

Umair Tahir 
+923219537814

#stayhomestaysafe
#iran
#socialdistancing
#prime minister imran khan
#sindh https://t.co/SjI624usk4",1
" 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",0
We urge you to support your local food bank!! #donate #fighthunger #COVID19 https://t.co/p2hiSkRHNV https://t.co/8bBLRYhzFZ,1
 The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,0
"Since we all have cabin fever, gas prices are low and the only thing open is the drive thru, I say we bring back ""dragging Main"". #DraggingMain #coronavirus #AmericanGraffiti #CoronavirusPandemic https://t.co/yJJ2ewKdZ8",0
"? Can $LLOY, $RBS, $BARC and $HSBA recover from the #coronavirus?

#COVID19 #banks #Lloyds #Barclays 

https://t.co/edyllgGZo4 https://t.co/wbX0VeCstE",2
I spoke with student reporters at about why people panic buy and whether we should worry about food shortages no supply chains are in good shape Best things to do Stay inside If you MUST go out wash hands often amp maintain distance,0
"Malaysia #COVID2019 update
- Nationwide lockdown 18-31 March
- no mass gathering allowed of any sort
- no travel in and out the country
- schools and higher institutes are closed
- government service are closed except essential services
- supermarket, groceries are open",0
"On my way home, the grocery store parking lots looked like the day before Thanksgiving, and Walmart/Target looked like Black Friday. This #panicbuying is ludicrous. The victims here are those who may not be able to get to the store, likely some of the most at risk from #Covid_19",0
"The main reason home prices are expected to remain steady despite #COVID-19 is that there isnt a large enough supply for people to take advantage of low prices. @BIVnews 
We couldnt agree more. Call us to make sense of the market 604.561.9802??
https://t.co/49HoWSxL9r https://t.co/rXrBUkVWzw",1
"I look forward to two things:

First, the day I can go into a grocery store and not be feared to death picking up a jar of pickles.

Second, the day that fucking moron, Trump, is out of power.

An American can dream! #coronavirus #TrumpLiesAmericansDie",0
"#CoronaVirus panic
This is horrible.  The @CDCgov CDC is lying so you can't blame people for hoarding.  If you close
the entire country down, the food supply chain CANNOT withstand the strain.
https://t.co/nPkmlEWJFS",0
 where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,0
The positives of 19 Finding a new refreshing IPA I d have otherwise ignored The supermarket shelves were empty but this ipa is top ,1
"CVS to provide bonuses, add benefits, hire 50K in response to COVID-19 https://t.co/M1kU1kizps",1
"Hey, morons in Sri Lanka: Quit panic-buying perishables you absolute nit-witted fuck-nuggets. Nobody else is gonna have food and that loaf of bread is gonna be moldy AS FUCK by the end of the week. ALSO, IT'S MORE EFFICIENT TO GIVE SICK PEOPLE THE MASKS! Use. Brains. #Covid_19",0
  are aiming to take advantage of fears over as a means of conducting attacks,0
"Odd how you could go to the #supermarket and buy your usual #food supplies, which may or may not be saturated with #coronavirus, but you can't go for an extended period of exercise outside your home, for fear of catching/transmitting the same #coronavirus?",0
"Check our our latest email for updates related to COVID 19. See how you can help Second LIfe while are our stores are closed...online shopping, donations, shopping at Kroger, Amazon &amp; eBay...and more! #thrift #atlanta #adopt #covid19 #coronavirus https://t.co/53xHwoSm64 https://t.co/H6hb9stU7L",1
"They say that"" The Fijian Competition and Consumer Commission (FCCC) urges Fijians not to engage in panic-buying because of COVID_19.""

Like that's gonna happen. Sa saulevu jiko kada ga na kakana i Viti.Maybe,y'all put the price down.

Ya dou na qai raica kina na panic- buying ?",0
#Covid-19 Panic button emptied the store shelves. #CoronaVirus #CoronaVirusSA https://t.co/nOdWKjSFQc https://t.co/FnvgZ6ujzw,0
 What is your phone number. I can't find who to call about a flight reservation.,0
"Watch out for coronavirus scams!
Even in a global pandemic, there are always people trying to steal a buck. Scams related to COVID-19 are the latest threat.
https://t.co/YkPa8h10eM",0
"I saw a man in the grocery store today who, from behind, looked just like my dad. I found myself following him (at safe Covid-19 distance) for a bit just because my eyes wanted to see his memory in solid form even for just a few minutes.",1
Do we really need to see everyone sharing empty supermarket shelves? We get it. My anxiety is already at an all time high #Covid_19 #CoronaCrisisuk,1
"Nigeria started a 14-day #coronavirus lockdown in Lagos  the biggest city in sub-Saharan Africa.

The effects of lockdowns there will be hardest for millions living off of their daily earnings (80% jobs are informal): ""People are hungry and they won't be able to stock food."" https://t.co/DTgcuTbAfk",1
Iran made kit have much too We are ready to help if you ask us,1
"Why this direct-to-consumer cat brand believes its offerings are needed now, during the COVID-19 outbreak, more than ever before: https://t.co/wt1LV8Xo91 #COVID19 #marketing @adage @SheLikesToShop",2
The irony of COVID-19 is that gas prices are so low and you cant go anywhere.,0
". On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful!  they're weighing you down.",0
3. Protect borrowers from abusive interest rates &amp; debt collection practices: New loans during the crisis should comply w/ consumer safeguards in the #MilitaryLendingAct inc. a cap of 36%APR. Negative credit info should not be reported to the credit bureaus during #CoronaCrisis https://t.co/AWzw9Eix6U,0
I mean my eyes was sweeting me. (side track small) because a few days pass my plug told me with the boarders about to be closed cos of #CoronaVirus prices will rise up but for me cool. So getting a 5 for normal price in this apocalypse time was something to be happy about. ?,1
Plz see my new post on the crisis in Iraq caused by corrupt governance the Covid 19 pandemic amp collapse of global oil prices at THE NEW MIDDLE EAST Corruption Corona Virus Collapse Will the Iraqi People Survive the Demise of the Green Zone Elite,0
Let me stock food in time. Addressing the Nation today @4pm as the number of #covid-19 tolls means a lot. #LockdownNow. #StayHomeStaySafe. https://t.co/eqONtHITqk,1
 five times at last count,0
 One question.. my wife didn't get the bonus. Should I call about it today?,2
"VALDOSTA  When Sherry Brown tried ordering a bunch of green bananas online Monday morning, she met the unexpected.   https://t.co/TE6bFWCAKn",2
 maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,0
"Yes we can treating n95 masks w/o damage to the fibers. We caution against using sanitizer gel unless there is no other alternative, especially with fixed clasps. The gel can effect biomedical performance. #coronavirus",0
PANIC in my home town of Buffalo! A run on paper towels and toilet paper at Tops Supermarket on Elmwoid and Kenmore! #Covid_19 #coronavirus https://t.co/gl5d6jAWXH,0
"The most important thing we should be doing is isolating the old and others most at-risk. But we're not doing that, we're killing the economy while the elderly continue to shop at the supermarket.
https://t.co/WFRjGTPh8D #COVID19 #CoronavirusESP #Coronavirus",0
"Pt 2 (or full ? https://t.co/EjcBhgFT7Y)
In addition to race there are also a number of socioeconomic factors that compound vulnerabilities to #coronavirus. Science not conspiracy theories is our friend &amp; we can only beat this together. Take care of your health and each other. https://t.co/imhawfKj1N",1
"?My God. A #NY hospital is *already* overwhelmed with #coronavirus patients and is double-venting patients = 2 patients sharing the *same* ventilator.

And this is just the beginning of a massive surge of #COVID19 patients.

PLEASE #StayHome.

#CoronavirusPandemic https://t.co/fS82K3wp4W",1
"Let me redo the tweet grocery stores should not be open monday through sunday during #coronavirus #Illinoiscoronavirus, yes people need groceries, but u cant social distance yourself in a grocery store.",1
 tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!,0
"I waited almost an hour yesterday in line to get inside the grocery store (#SocialDistancing). Curbside grocery services are booked a week out. Im worried about how front-line workers, people with kids, etc. are supposed to get groceries these days...",0
"As stores around the nation are struggling to keep up with the demand for food, toilet paper and hand sanitizer, there is another golden commodity fast disappearing from the shelves amid the #coronavirus crisis: firearms. https://t.co/W2gIWeJMTW",0
Once rare now common I wonder what dramatic changes we will see on the other side of While walking across the parking lot before entering a local supermarket I was struck by the large number of discarded Ubiquitous shopping trash of the future,0
"My thoughts on impacts of coronavirus on food markets
https://t.co/bPodDdPRcE",2
First national commercial I've seen informed by COVID-19 crisis by @GMC and @Buick who offered online shopping and other accommodations. They are ahead of the curve here.,0
"Sorry for unfollowing, ",0
"@Canon_India .@Canon_India never fails 2 surprise with it's initiative for the community. 
 #CanonForCommunity
https://t.co/GvVumf4yI9",1
 your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.,1
Survey: Asian consumer sentiment during the COVID-19 crisis https://t.co/bUaMCD73T2,0
The DoD recommends two weeks  worth of supplies and 30 days for prescription medicine Here is a comprehensive list of household items to consider buying during this,1
 If you follow me I will DM you my phone # which you can call.,0
Healthcare workers grocery store employees and anyone else on the front lines of the in can get some nice perks from these spots via Times,1
"https://t.co/tUKyiOjxLV

I awoke at 3.30 this morning; I'd been lying there thinking about Chinese responsibility, how that connects to our individual responsibility: greed, self-centredness, wilful myopia, consumer culture. #FlattenTheCurve",0
@costcocanada must restrict 1 person per family inside the store. This will improve experience for many of us. People must understand grocery shopping is no longer social outing. #Covid_19 #StayHomeCanada,0
"I cant believe it whatever you want to buy from food to whatever other crazy idea you have is out of stock
Are you guys going crazy?
#CoronaCrisis",0
"“: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️",1
Any corner shops I see today with inflated prices to take advantage of ppl I'll be smashing up your store. No shortage of food or reason to exploit others in times like these you wicked fucks #Covid_19,0
"@RicardoLara4CA Thank you for the auto insur. payment grace period, but it's not enough. Please extend to the California consumer a 25% statewide retroactive cut on 2020 insur. premiums due to the #coronavirus This is a just request in this time of need. ",0
@VP Get trump to make the private sector to bring the prices down to before COVID 19&amp;our state's come 1st wth PPE &amp; ventilators!Millions of lives depends on this. Tell him he'd be a hero for doing it!Those lives be on his hands!people will make su,1
"Countries fighting for medical supplies like ladies fight in the supermarket for toilet paper.
#CoronaVirusUpdates #CoronaVirusUpdate #CoronaVirusChallenge 
#coronavirus",0
 Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,1
Ohio Bill Would Give the State Authority to Limit Customer Purchases and Control Prices of High-Demand Products During the COVID-19 Pandemic and Other Emergencies | Faruki PLL #Ohio #Coronavirus  https://t.co/psYkgnOgyP,0
Idiots are panic purchasing food in bulk that will expire before it gets eaten  ,0
 great customer service thanks,1
A technology that could help humans live on Mars is being used to address an immediate need here on Earth and produce hand sanitizer for a community impacted by #coronavirus. Learn about the work being done by a @NASA challenge competitor: https://t.co/ICThj0wOev https://t.co/Ms504hxUiy,1
Collins Food advises ASX that a KFC staff member has contracted COVID 19 - stock is down 15% this afternoon: https://t.co/UaQ3JyQ7Na,2
"Instead of panic buying in the crowded supermarkets, pop down to the local shop and see if they have what you need. The prices are pretty reasonable in most of them #Covid_19 #panicbuying",2
 118 to Boston still sitting,0
"#Coronavirus, or COVID-19, will greatly affect the global #economy. Is your business #digital strategy prepared? https://t.co/olJ1AinG03",1
Seeing all these pictures of empty shelves is making me panic a little. Still yet to stock up on food. #CoronavirusPandemic  #Covid_19,0
"The most picked-over items at my local grocery store were Hot Pockets, which actually goes a long way toward explaining the toilet paper shortage. #Coronavirus",0
"Has #CoronaVirus put your perfect #Wedding plans on pause?  

? You might be able to rearrange for a new date
? Speak to all of the services youve booked to check what they can do
? If youve got insurance, check the T&amp;Cs to see whats covered
https://t.co/4zdWRzCFBI",1
ColCacchio in royalty fee dispute as Covid-19 bites https://t.co/8CkEUyKodJ,0
Minnesota farmers help produce our nation s food supply   amp our rural communities need support during this crisis That s why I m proud to stand with to demand relief to farmers as the effects of coronavirus change our daily lives,1
"The lack of solid evidence supporting the effectiveness of masks against the virus is no reason to dismiss it,""

The gov't MISUSED INCONCLUSIVE EVIDENCE b/c our consumer-capitalist economy failed to meet demand of the environment they created #COVID2019 

https://t.co/lbNPSTjnzc",0
New President Trump says U S gasoline prices will fall below 1 00 due the economic impacts due to,2
 flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,0
I think we Africans for the 1st time we feel superior and powerful coz we get to sit down and see how 1st world are panicking buying masks fighting over a tissue paper in a supermarket all am saying is that it feels good being African #Covid_19 #CoronavirusPandemic,1
Scumo s 33 mates spreading from the gathering Making sure this event went ahead was our so called leaders priority Not to mention allowing supermarkets to hike prices 10 for broccoli,1
"A #Safeway supermarket in #California is out of toilet paper on Tuesday despite the one-pack per buyer policy. Frozen products also sell out fast but are replenished just as quick, shares a Filipino resident in Fremont. 
? Jeff Ong 

#tribunecovid19watch
#coronavirus
#pandemic https://t.co/qB7BHBK0fn",1
 @franchise02 my friend has been on hold for 1.5 hours and still counting!,0
Unfortunately for those hoping to take a stroll or venture to the grocery store for essentials amid shelter in place measures the need to dodge raindrops will be the norm into this weekend,1
"#Banks pressure health care firms to raise prices on critical drugs, medical supplies for #coronavirus https://t.co/dJolVp1ExS by @lhfang",0
When your knows how to practise safe social distancing at the local grocery store on a busy  #YQG 19,1
@jgreig .@OntarioFarms has created a resource to support farmers and farm businesses in adapting and growing their direct to consumer sales during COVID-19 and beyond: https://t.co/lI6RypK7C8,1
 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,0
"Social distancing will boost online shopping, expert says https://t.co/wDgzzaiK26",1
"*overheard at a grocery store*
Woman: dont get that one.
Son: why not?
Woman: its from CHINA. It has CHINESE WRITING ON IT. Get another one. 
Sad to know that #COVID2019 #SARSCoV2 is fueling ignorance https://t.co/WEqoVWrcZ6",0
Should you be concerned about traces of COVID 19 being on packages that you get delivered Experts weigh in,2
"Here's some info about how your bank can help you get through #Covid-19
https://t.co/PwgJdzk5ZF",1
"@ScherieMurray @NYGovCuomo @NYGovCuomo Here's a solution. Can be done fast but I need support: Free at-home COVID-19 test kits. Itd relieve the burden &amp; reduce contamination:
1- Lift the ban on direct-to-consumer testing in NY(available in 47 stat",1
With all due respect Here in Italy People maintaining distance People not panic buying Toilet paper food inc fresh fruit meat pasta rice etc all in good supply Despite the end of today we will have more deaths than any other country including China due to COVID 19,1
"NO #toiletpaper #handsanitizer #disinfectant wipes  at #HomeDepot or #Walmart !?Got some yesterday from the grocery store but cause ppl R going nuts &amp; #stockpiling there's not enough 4the rest of us ""Normals""? #CoronavirusPandemic #CoronaOutbreak #Covid_19",0
My main question with is how much food is going to be wasted It s not like the people panic buying food are just buying canned and long life foods they are even buying up all the fruit and veg,0
"Grocery workers are beginning to die of coronavirus

Workers from Walmart, Trader Joes and Giant have died from covid-19 in recent days https://t.co/ZX0Bxy8oun",0
"Stock up on snack food. These are mostly made at Large #FACTORY / #facilities . Once an confirmed case shows up in a location. It will shut it down for weeks. Just a warning.

#Doritos 
#sunchips
#tostitos
#frito 
#Covid_19 
#coronavirus",0
 its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,0
"During these times, people rely on online shopping, and these acts are frustrating. @CP24 @TorontoStar @CBCNews  #packagethieves #porchpirates #covid19 #coronavirus  #toronto https://t.co/XA1kexfRAR",0
#supermarket employees being treated badly because of arsewipe #panicbuyers theyre working hard to keep our stocks replenished. Wheres the #respect? #coronavirus #Tesco  #panickbuyinguk https://t.co/5MPrY2Rc7X,0
I work in the retail industry and got the call Ive been dreading store will be closing and will re-open when covid-19 settles. Really sucks as once all my annual leave is used it will be annual leave unpaid :( maybe its a blessing in disguise and I start streaming?,0
Anxiety Driven Panic Could Impact Global Food Supply Chain United Nations Arm,0
@hvgoenka Oil prices unpredictability will always be a good reason to invest in renewables! Plus dont forget the biggest threat to mankind  climate change! I think people will come together much aggressively against oil after covid-19,0
@CarolineLucas @DominicRaab Best thing we can do 2 protect NHS is #StayHomeSaveLives. Evidence is becoming compelling that we shd b wearing a simple #Mask to limit spread as mine protects u &amp; yours protects me when we do have 2 go 2 supermarket et,1
Panic Will Destroy More Lives Than Virus SC Tells Govt to Counsel Migrant Workers Ensure Food,0
"COVID-19 &amp; Grocery Store Worker Safety - Whats being done to protect those grocery story workers and their customers?
 https://t.co/GmZmHIHfsH https://t.co/i0t5N0WAjK",1
"CONSUMER ALERT: UK man was arrested for allegedly making 100s of FAKE #covid19 #coronavirus test kits (60 which he tried to send at the post office) &amp; distributing them in the US, UK &amp; France. https://t.co/9GK9hiRl9Q #insurance #fraud #healthcarefraud #FraudAbroad #insurancefraud https://t.co/PhepGF6Zjp",0
"Apparently the congressional negotiations continue to be slowed down by  Democrats insistence on universal vote by mail.

Democrats are using #COVID19 to try to rig elections. Have they no shame?!?",0
".@thesense360 is launching a daily series of consumer research for on COVID-19 for Food Service companies. We'll be hosting Daily Briefing webinars every morning, releasing daily analysis, and we'll send out a daily email newsletter. Learn more here: https://t.co/JujvW4Cpor",2
"Tips and #tricks for #grocery #shopping #online during the #coronavirus #pandemic  
It is still possible to get your groceries delivered. Recommendations are independently chosen by Revieweds editors. https://t.co/nSQw4WUbcd https://t.co/FKlRoExjzL",2
Only 14 biz days (18 calendar) to respond to my inquiry  ?  I hope your standards are universally adopted :-/ #BadCustomerService,0
Last bit from @ltgrusselhonore on @AliVelshi @msnbc: Graduate doctors &amp; nurses early... get them in the field next week. #CoronavirusPandemic #COVID?19 https://t.co/yQXuOPTXQS,2
"We are all going to learn things about ourselves as we hunker down through #Covid_19 . For instance, I learned that red vines and twizzlers are not at all the same thing and if you reach for a familiar comfort food that you panic ordered to get free shipping, they are not equal.",1
 Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!,0
#Coronavirus: New supermarket opening times https://t.co/oP6Ddupu7h via @Labourheartland,2
What can I say other than when it comes to my #BrandLoveAffair w/  ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,1
#toiletpaper holdings and cemetery plots increased in value the last two weeks offsetting #StockMarket holdings so Im even. #coronavirus,1
MESSAGE TO OUR CUSTOMERS: We are limiting in-store pickup and shopping to further reduce risk and ensure the safety of our teams and communities. We are open and accepting phone and online orders at both locations. Carside pick ups and nationwide shipping  https://t.co/7daTSKAAKj https://t.co/Wwr0PD0Ga3,1
"How does the Google/Verily COVID-19 screening website comply with the California Consumer Privacy Act? (Seriously, Im not a lawyer, can someone explain this to me?) https://t.co/113URYZoL8",0
"I didn't think you could catch communism, but the grocery store looks like something out of the Soviet Union.

#coronavirus",1
"@simsybee @duffgoldman I'm glad that you guy's are taking care of each other... however other American's need to stop being greedy money hungry/hoarding asshats, thinking that the world's ending. Other people need gloves, masks, sanitizer, tp  and food.#c",1
I love shopping for a cause. Like I love that these online retailers are now giving % of profits to COVID-19 aid programs.,1
Terrible species. #COVID?19 #coronavirus #COVID19 #Corona #toiletpaper https://t.co/NQQ506Wy1E,0
MORE Essential tasks activities like going to the grocery store doctor s office is allowed All public or private gatherings outside are prohibited Religious events only allowed over video 19,1
"Hello everyone. My name is Abdulla Al Noman and I am a graphic designer. This is my new logo design. 
How is it.?
Are you looking for a custom logo design..?
Just send a Direct Message.
Full view: https://t.co/9fob5kKzb6
.
.
#onlineshop #logodesign #shopping #Slay #coronavirus https://t.co/LGz13D7d3n",2
"No one:

People at the grocery store:

#coronavirus #nsfwtwitter #COVID19 https://t.co/3wq9DgWO79",0
I m creating a 19 time capsule for posterity s sake News articles personal thoughts consumer emails church responses gov letters But today it dawned on me I NEED MEMES Send me your best ones so I can add them,1
"Just back from the supermarket. Shopping while #SocialDistancing is like playing an old video game. Theres someone up ahead - must slow down until theyre gone. Dont cough, or even sniff - any sound will alert the guards. Nerve wracking.
#COVID19 #coronavirus #dontmakeasound",1
Jack Daniel s ramps up production of hand sanitizer amid pandemic Jack Daniel s North America CEO John Hayes on how the company is contributing to the battle against the outbreak,1
 Yes. I figured an hour was a long enough time to hold before giving up. Can somebody call me?,0
"@MilesBriggsMSP Surely supermarkets are potential Covid-19 hotspots.

Supermarket workers need to be issued with masks and gloves.  

@scotgov 
@ScotGovFM 
@MattHancock 
@BorisJohnson 
@Jackson_Carlaw 
@DailyMailUK 
@TheSun 
@thetime",1
 CONSUMER PROTECTION ALERT  Be aware of related cyber security scams   Do NOT reveal personal or financial info in emails   AVOID clicking on unsolicited links   Use trusted sources ALWAYS Report attacks File a complaint today,0
" why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",0
